90045 silly lifecycle process-nextick-args@1.0.3~preinstall: no script for preinstall, continuing
94221 silly build insert-module-globals
94222 info linkStuff insert-module-globals@6.6.0
94223 silly linkStuff insert-module-globals@6.6.0 has /Users/JoyZheng/mobile/node_modules/ionic/node_modules/ionic-app-lib/node_modules/ionic-cordova-lib/node_modules/cordova-js/node_modules/browserify/node_modules as its parent node_modules
94224 verbose linkBins insert-module-globals@6.6.0
94225 verbose link bins [ { 'insert-module-globals': 'bin/cmd.js' },
94225 verbose link bins   '/Users/JoyZheng/mobile/node_modules/ionic/node_modules/ionic-app-lib/node_modules/ionic-cordova-lib/node_modules/cordova-js/node_modules/browserify/node_modules/.bin',
94225 verbose link bins   false ]
94226 verbose linkMans insert-module-globals@6.6.0
94227 verbose rebuildBundles insert-module-globals@6.6.0
94228 verbose rebuildBundles [ 'combine-source-map', 'is-buffer', 'lexical-scope' ]
94229 silly gentlyRm /Users/JoyZheng/mobile/node_modules/ionic/node_modules/ionic-app-lib/node_modules/ionic-cordova-lib/node_modules/cordova-js/node_modules/browserify/node_modules/.bin/insert-module-globals is being purged
94230 verbose gentlyRm don't care about contents; nuking /Users/JoyZheng/mobile/node_modules/ionic/node_modules/ionic-app-lib/node_modules/ionic-cordova-lib/node_modules/cordova-js/node_modules/browserify/node_modules/.bin/insert-module-globals
94231 silly build deps-sort
94232 info linkStuff deps-sort@1.3.9
94233 silly linkStuff deps-sort@1.3.9 has /Users/JoyZheng/mobile/node_modules/ionic/node_modules/ionic-app-lib/node_modules/ionic-cordova-lib/node_modules/cordova-js/node_modules/browserify/node_modules as its parent node_modules
94234 verbose linkBins deps-sort@1.3.9
94235 verbose link bins [ { 'deps-sort': 'bin/cmd.js' },
94235 verbose link bins   '/Users/JoyZheng/mobile/node_modules/ionic/node_modules/ionic-app-lib/node_modules/ionic-cordova-lib/node_modules/cordova-js/node_modules/browserify/node_modules/.bin',
94235 verbose link bins   false ]
94236 verbose linkMans deps-sort@1.3.9
94237 verbose rebuildBundles deps-sort@1.3.9
94238 silly gentlyRm /Users/JoyZheng/mobile/node_modules/ionic/node_modules/ionic-app-lib/node_modules/ionic-cordova-lib/node_modules/cordova-js/node_modules/browserify/node_modules/.bin/deps-sort is being purged
94239 verbose gentlyRm don't care about contents; nuking /Users/JoyZheng/mobile/node_modules/ionic/node_modules/ionic-app-lib/node_modules/ionic-cordova-lib/node_modules/cordova-js/node_modules/browserify/node_modules/.bin/deps-sort
94240 silly build browser-pack
94241 info linkStuff browser-pack@4.0.4
94242 silly linkStuff browser-pack@4.0.4 has /Users/JoyZheng/mobile/node_modules/ionic/node_modules/ionic-app-lib/node_modules/ionic-cordova-lib/node_modules/cordova-js/node_modules/browserify/node_modules as its parent node_modules
94243 verbose linkBins browser-pack@4.0.4
94244 verbose link bins [ { 'browser-pack': 'bin/cmd.js' },
94244 verbose link bins   '/Users/JoyZheng/mobile/node_modules/ionic/node_modules/ionic-app-lib/node_modules/ionic-cordova-lib/node_modules/cordova-js/node_modules/browserify/node_modules/.bin',
94244 verbose link bins   false ]
94245 verbose linkMans browser-pack@4.0.4
94246 verbose rebuildBundles browser-pack@4.0.4
94247 verbose rebuildBundles [ '.bin', 'combine-source-map', 'through2', 'umd' ]
94248 silly gentlyRm /Users/JoyZheng/mobile/node_modules/ionic/node_modules/ionic-app-lib/node_modules/ionic-cordova-lib/node_modules/cordova-js/node_modules/browserify/node_modules/.bin/browser-pack is being purged
94249 verbose gentlyRm don't care about contents; nuking /Users/JoyZheng/mobile/node_modules/ionic/node_modules/ionic-app-lib/node_modules/ionic-cordova-lib/node_modules/cordova-js/node_modules/browserify/node_modules/.bin/browser-pack
94250 silly build async
94251 info linkStuff async@0.2.10
94252 silly linkStuff async@0.2.10 has /Users/JoyZheng/mobile/node_modules/ionic/node_modules/ionic-app-lib/node_modules/ionic-cordova-lib/node_modules/cordova-js/node_modules/uglify-js/node_modules as its parent node_modules
94253 verbose linkBins async@0.2.10
94254 verbose linkMans async@0.2.10
94255 verbose rebuildBundles async@0.2.10
94256 silly build amdefine
94257 info linkStuff amdefine@1.0.0
94258 silly linkStuff amdefine@1.0.0 has /Users/JoyZheng/mobile/node_modules/ionic/node_modules/ionic-app-lib/node_modules/ionic-cordova-lib/node_modules/cordova-js/node_modules/uglify-js/node_modules/source-map/node_modules as its parent node_modules
94259 verbose linkBins amdefine@1.0.0
94260 verbose linkMans amdefine@1.0.0
94261 verbose rebuildBundles amdefine@1.0.0
94262 silly build source-map
94263 info linkStuff source-map@0.1.34
94264 silly linkStuff source-map@0.1.34 has /Users/JoyZheng/mobile/node_modules/ionic/node_modules/ionic-app-lib/node_modules/ionic-cordova-lib/node_modules/cordova-js/node_modules/uglify-js/node_modules as its parent node_modules
94265 verbose linkBins source-map@0.1.34
94266 verbose linkMans source-map@0.1.34
94267 verbose rebuildBundles source-map@0.1.34
94268 verbose rebuildBundles [ 'amdefine' ]
94269 silly build uglify-to-browserify
94270 info linkStuff uglify-to-browserify@1.0.2
94271 silly linkStuff uglify-to-browserify@1.0.2 has /Users/JoyZheng/mobile/node_modules/ionic/node_modules/ionic-app-lib/node_modules/ionic-cordova-lib/node_modules/cordova-js/node_modules/uglify-js/node_modules as its parent node_modules
94272 verbose linkBins uglify-to-browserify@1.0.2
94273 verbose linkMans uglify-to-browserify@1.0.2
94274 verbose rebuildBundles uglify-to-browserify@1.0.2
94275 silly build camelcase
94276 info linkStuff camelcase@1.2.1
94277 silly linkStuff camelcase@1.2.1 has /Users/JoyZheng/mobile/node_modules/ionic/node_modules/ionic-app-lib/node_modules/ionic-cordova-lib/node_modules/cordova-js/node_modules/uglify-js/node_modules/yargs/node_modules as its parent node_modules
94278 verbose linkBins camelcase@1.2.1
94279 verbose linkMans camelcase@1.2.1
94280 verbose rebuildBundles camelcase@1.2.1
94281 silly build decamelize
94282 info linkStuff decamelize@1.0.0
94283 silly linkStuff decamelize@1.0.0 has /Users/JoyZheng/mobile/node_modules/ionic/node_modules/ionic-app-lib/node_modules/ionic-cordova-lib/node_modules/cordova-js/node_modules/uglify-js/node_modules/yargs/node_modules as its parent node_modules
94284 verbose linkBins decamelize@1.0.0
94285 verbose linkMans decamelize@1.0.0
94286 verbose rebuildBundles decamelize@1.0.0
94287 silly build window-size
94288 info linkStuff window-size@0.1.0
94289 silly linkStuff window-size@0.1.0 has /Users/JoyZheng/mobile/node_modules/ionic/node_modules/ionic-app-lib/node_modules/ionic-cordova-lib/node_modules/cordova-js/node_modules/uglify-js/node_modules/yargs/node_modules as its parent node_modules
94290 verbose linkBins window-size@0.1.0
94291 verbose linkMans window-size@0.1.0
94292 verbose rebuildBundles window-size@0.1.0
94293 silly build wordwrap
94294 info linkStuff wordwrap@0.0.2
94295 silly linkStuff wordwrap@0.0.2 has /Users/JoyZheng/mobile/node_modules/ionic/node_modules/ionic-app-lib/node_modules/ionic-cordova-lib/node_modules/cordova-js/node_modules/uglify-js/node_modules/yargs/node_modules as its parent node_modules
94296 verbose linkBins wordwrap@0.0.2
94297 verbose linkMans wordwrap@0.0.2
94298 verbose rebuildBundles wordwrap@0.0.2
94299 silly build yargs
94300 info linkStuff yargs@3.5.4
94301 silly linkStuff yargs@3.5.4 has /Users/JoyZheng/mobile/node_modules/ionic/node_modules/ionic-app-lib/node_modules/ionic-cordova-lib/node_modules/cordova-js/node_modules/uglify-js/node_modules as its parent node_modules
94302 verbose linkBins yargs@3.5.4
94303 verbose linkMans yargs@3.5.4
94304 verbose rebuildBundles yargs@3.5.4
94305 verbose rebuildBundles [ 'camelcase', 'decamelize', 'window-size', 'wordwrap' ]
94306 silly build uglify-js
94307 info linkStuff uglify-js@2.4.24
94308 silly linkStuff uglify-js@2.4.24 has /Users/JoyZheng/mobile/node_modules/ionic/node_modules/ionic-app-lib/node_modules/ionic-cordova-lib/node_modules/cordova-js/node_modules as its parent node_modules
94309 verbose linkBins uglify-js@2.4.24
94310 verbose link bins [ { uglifyjs: 'bin/uglifyjs' },
94310 verbose link bins   '/Users/JoyZheng/mobile/node_modules/ionic/node_modules/ionic-app-lib/node_modules/ionic-cordova-lib/node_modules/cordova-js/node_modules/.bin',
94310 verbose link bins   false ]
94311 verbose linkMans uglify-js@2.4.24
94312 verbose rebuildBundles uglify-js@2.4.24
94313 verbose rebuildBundles [ 'async', 'source-map', 'uglify-to-browserify', 'yargs' ]
94314 silly gentlyRm /Users/JoyZheng/mobile/node_modules/ionic/node_modules/ionic-app-lib/node_modules/ionic-cordova-lib/node_modules/cordova-js/node_modules/.bin/uglifyjs is being purged
94315 verbose gentlyRm don't care about contents; nuking /Users/JoyZheng/mobile/node_modules/ionic/node_modules/ionic-app-lib/node_modules/ionic-cordova-lib/node_modules/cordova-js/node_modules/.bin/uglifyjs
94316 silly build deep-equal
94317 info linkStuff deep-equal@0.2.2
94318 silly linkStuff deep-equal@0.2.2 has /Users/JoyZheng/mobile/node_modules/ionic/node_modules/ionic-app-lib/node_modules/ionic-cordova-lib/node_modules/cordova-registry-mapper/node_modules/tape/node_modules as its parent node_modules
94319 verbose linkBins deep-equal@0.2.2
94320 verbose linkMans deep-equal@0.2.2
94321 verbose rebuildBundles deep-equal@0.2.2
94322 silly build defined
94323 info linkStuff defined@0.0.0
94324 silly linkStuff defined@0.0.0 has /Users/JoyZheng/mobile/node_modules/ionic/node_modules/ionic-app-lib/node_modules/ionic-cordova-lib/node_modules/cordova-registry-mapper/node_modules/tape/node_modules as its parent node_modules
94325 verbose linkBins defined@0.0.0
94326 verbose linkMans defined@0.0.0
94327 verbose rebuildBundles defined@0.0.0
94328 silly build lru-cache
94329 info linkStuff lru-cache@2.7.0
94330 silly linkStuff lru-cache@2.7.0 has /Users/JoyZheng/mobile/node_modules/ionic/node_modules/ionic-app-lib/node_modules/ionic-cordova-lib/node_modules/cordova-registry-mapper/node_modules/tape/node_modules/glob/node_modules/minimatch/node_modules as its parent node_modules
94331 verbose linkBins lru-cache@2.7.0
94332 verbose linkMans lru-cache@2.7.0
94333 verbose rebuildBundles lru-cache@2.7.0
94334 silly build sigmund
94335 info linkStuff sigmund@1.0.1
94336 silly linkStuff sigmund@1.0.1 has /Users/JoyZheng/mobile/node_modules/ionic/node_modules/ionic-app-lib/node_modules/ionic-cordova-lib/node_modules/cordova-registry-mapper/node_modules/tape/node_modules/glob/node_modules/minimatch/node_modules as its parent node_modules
94337 verbose linkBins sigmund@1.0.1
94338 verbose linkMans sigmund@1.0.1
94339 verbose rebuildBundles sigmund@1.0.1
94340 silly build minimatch
94341 info linkStuff minimatch@0.3.0
94342 silly linkStuff minimatch@0.3.0 has /Users/JoyZheng/mobile/node_modules/ionic/node_modules/ionic-app-lib/node_modules/ionic-cordova-lib/node_modules/cordova-registry-mapper/node_modules/tape/node_modules/glob/node_modules as its parent node_modules
94343 verbose linkBins minimatch@0.3.0
94344 verbose linkMans minimatch@0.3.0
94345 verbose rebuildBundles minimatch@0.3.0
94346 verbose rebuildBundles [ 'lru-cache', 'sigmund' ]
94347 silly build inherits
94348 info linkStuff inherits@2.0.1
94349 silly linkStuff inherits@2.0.1 has /Users/JoyZheng/mobile/node_modules/ionic/node_modules/ionic-app-lib/node_modules/ionic-cordova-lib/node_modules/cordova-registry-mapper/node_modules/tape/node_modules as its parent node_modules
94350 verbose linkBins inherits@2.0.1
94351 verbose linkMans inherits@2.0.1
94352 verbose rebuildBundles inherits@2.0.1
94353 silly build glob
94354 info linkStuff glob@3.2.11
94355 silly linkStuff glob@3.2.11 has /Users/JoyZheng/mobile/node_modules/ionic/node_modules/ionic-app-lib/node_modules/ionic-cordova-lib/node_modules/cordova-registry-mapper/node_modules/tape/node_modules as its parent node_modules
94356 verbose linkBins glob@3.2.11
94357 verbose linkMans glob@3.2.11
94358 verbose rebuildBundles glob@3.2.11
94359 verbose rebuildBundles [ 'minimatch' ]
94360 silly build object-inspect
94361 info linkStuff object-inspect@0.4.0
94362 silly linkStuff object-inspect@0.4.0 has /Users/JoyZheng/mobile/node_modules/ionic/node_modules/ionic-app-lib/node_modules/ionic-cordova-lib/node_modules/cordova-registry-mapper/node_modules/tape/node_modules as its parent node_modules
94363 verbose linkBins object-inspect@0.4.0
94364 verbose linkMans object-inspect@0.4.0
94365 verbose rebuildBundles object-inspect@0.4.0
94366 silly build through
94367 info linkStuff through@2.3.8
94368 silly linkStuff through@2.3.8 has /Users/JoyZheng/mobile/node_modules/ionic/node_modules/ionic-app-lib/node_modules/ionic-cordova-lib/node_modules/cordova-registry-mapper/node_modules/tape/node_modules as its parent node_modules
94369 verbose linkBins through@2.3.8
94370 verbose linkMans through@2.3.8
94371 verbose rebuildBundles through@2.3.8
94372 silly build resumer
94373 info linkStuff resumer@0.0.0
94374 silly linkStuff resumer@0.0.0 has /Users/JoyZheng/mobile/node_modules/ionic/node_modules/ionic-app-lib/node_modules/ionic-cordova-lib/node_modules/cordova-registry-mapper/node_modules/tape/node_modules as its parent node_modules
94375 verbose linkBins resumer@0.0.0
94376 verbose linkMans resumer@0.0.0
94377 verbose rebuildBundles resumer@0.0.0
94378 silly build tape
94379 info linkStuff tape@3.5.0
94380 silly linkStuff tape@3.5.0 has /Users/JoyZheng/mobile/node_modules/ionic/node_modules/ionic-app-lib/node_modules/ionic-cordova-lib/node_modules/cordova-registry-mapper/node_modules as its parent node_modules
94381 verbose linkBins tape@3.5.0
94382 verbose link bins [ { tape: './bin/tape' },
94382 verbose link bins   '/Users/JoyZheng/mobile/node_modules/ionic/node_modules/ionic-app-lib/node_modules/ionic-cordova-lib/node_modules/cordova-registry-mapper/node_modules/.bin',
94382 verbose link bins   false ]
94383 verbose linkMans tape@3.5.0
94384 verbose rebuildBundles tape@3.5.0
94385 verbose rebuildBundles [ 'deep-equal',
94385 verbose rebuildBundles   'defined',
94385 verbose rebuildBundles   'glob',
94385 verbose rebuildBundles   'inherits',
94385 verbose rebuildBundles   'object-inspect',
94385 verbose rebuildBundles   'resumer',
94385 verbose rebuildBundles   'through' ]
94386 silly gentlyRm /Users/JoyZheng/mobile/node_modules/ionic/node_modules/ionic-app-lib/node_modules/ionic-cordova-lib/node_modules/cordova-registry-mapper/node_modules/.bin/tape is being purged
94387 verbose gentlyRm don't care about contents; nuking /Users/JoyZheng/mobile/node_modules/ionic/node_modules/ionic-app-lib/node_modules/ionic-cordova-lib/node_modules/cordova-registry-mapper/node_modules/.bin/tape
94388 silly build cordova-registry-mapper
94389 info linkStuff cordova-registry-mapper@1.1.12
94390 silly linkStuff cordova-registry-mapper@1.1.12 has /Users/JoyZheng/mobile/node_modules/ionic/node_modules/ionic-app-lib/node_modules/ionic-cordova-lib/node_modules as its parent node_modules
94391 verbose linkBins cordova-registry-mapper@1.1.12
94392 verbose linkMans cordova-registry-mapper@1.1.12
94393 verbose rebuildBundles cordova-registry-mapper@1.1.12
94394 verbose rebuildBundles [ '.bin', 'tape' ]
94395 silly build m8
94396 info linkStuff m8@0.4.4
94397 silly linkStuff m8@0.4.4 has /Users/JoyZheng/mobile/node_modules/ionic/node_modules/ionic-app-lib/node_modules/ionic-cordova-lib/node_modules/d8/node_modules as its parent node_modules
94398 verbose linkBins m8@0.4.4
94399 verbose linkMans m8@0.4.4
94400 verbose rebuildBundles m8@0.4.4
94401 silly build d8
94402 info linkStuff d8@0.4.4
94403 silly linkStuff d8@0.4.4 has /Users/JoyZheng/mobile/node_modules/ionic/node_modules/ionic-app-lib/node_modules/ionic-cordova-lib/node_modules as its parent node_modules
94404 verbose linkBins d8@0.4.4
94405 verbose linkMans d8@0.4.4
94406 verbose rebuildBundles d8@0.4.4
94407 verbose rebuildBundles [ 'm8' ]
94408 silly build underscore
94409 info linkStuff underscore@1.2.1
94410 silly linkStuff underscore@1.2.1 has /Users/JoyZheng/mobile/node_modules/ionic/node_modules/ionic-app-lib/node_modules/ionic-cordova-lib/node_modules/dep-graph/node_modules as its parent node_modules
94411 verbose linkBins underscore@1.2.1
94412 verbose linkMans underscore@1.2.1
94413 verbose rebuildBundles underscore@1.2.1
94414 silly build dep-graph
94415 info linkStuff dep-graph@1.1.0
94416 silly linkStuff dep-graph@1.1.0 has /Users/JoyZheng/mobile/node_modules/ionic/node_modules/ionic-app-lib/node_modules/ionic-cordova-lib/node_modules as its parent node_modules
94417 verbose linkBins dep-graph@1.1.0
94418 verbose linkMans dep-graph@1.1.0
94419 verbose rebuildBundles dep-graph@1.1.0
94420 verbose rebuildBundles [ 'underscore' ]
94421 silly build sax
94422 info linkStuff sax@0.3.5
94423 silly linkStuff sax@0.3.5 has /Users/JoyZheng/mobile/node_modules/ionic/node_modules/ionic-app-lib/node_modules/ionic-cordova-lib/node_modules/elementtree/node_modules as its parent node_modules
94424 verbose linkBins sax@0.3.5
94425 verbose linkMans sax@0.3.5
94426 verbose rebuildBundles sax@0.3.5
94427 silly build elementtree
94428 info linkStuff elementtree@0.1.6
94429 silly linkStuff elementtree@0.1.6 has /Users/JoyZheng/mobile/node_modules/ionic/node_modules/ionic-app-lib/node_modules/ionic-cordova-lib/node_modules as its parent node_modules
94430 verbose linkBins elementtree@0.1.6
94431 verbose linkMans elementtree@0.1.6
94432 verbose rebuildBundles elementtree@0.1.6
94433 verbose rebuildBundles [ 'sax' ]
94434 silly build graceful-fs
94435 info linkStuff graceful-fs@3.0.8
94436 silly linkStuff graceful-fs@3.0.8 has /Users/JoyZheng/mobile/node_modules/ionic/node_modules/ionic-app-lib/node_modules/ionic-cordova-lib/node_modules/glob/node_modules as its parent node_modules
94437 verbose linkBins graceful-fs@3.0.8
94438 verbose linkMans graceful-fs@3.0.8
94439 verbose rebuildBundles graceful-fs@3.0.8
94440 silly build inherits
94441 info linkStuff inherits@2.0.1
94442 silly linkStuff inherits@2.0.1 has /Users/JoyZheng/mobile/node_modules/ionic/node_modules/ionic-app-lib/node_modules/ionic-cordova-lib/node_modules/glob/node_modules as its parent node_modules
94443 verbose linkBins inherits@2.0.1
94444 verbose linkMans inherits@2.0.1
94445 verbose rebuildBundles inherits@2.0.1
94446 silly build lru-cache
94447 info linkStuff lru-cache@2.7.0
94448 silly linkStuff lru-cache@2.7.0 has /Users/JoyZheng/mobile/node_modules/ionic/node_modules/ionic-app-lib/node_modules/ionic-cordova-lib/node_modules/glob/node_modules/minimatch/node_modules as its parent node_modules
94449 verbose linkBins lru-cache@2.7.0
94450 verbose linkMans lru-cache@2.7.0
94451 verbose rebuildBundles lru-cache@2.7.0
94452 silly build sigmund
94453 info linkStuff sigmund@1.0.1
94454 silly linkStuff sigmund@1.0.1 has /Users/JoyZheng/mobile/node_modules/ionic/node_modules/ionic-app-lib/node_modules/ionic-cordova-lib/node_modules/glob/node_modules/minimatch/node_modules as its parent node_modules
94455 verbose linkBins sigmund@1.0.1
94456 verbose linkMans sigmund@1.0.1
94457 verbose rebuildBundles sigmund@1.0.1
94458 silly build minimatch
94459 info linkStuff minimatch@1.0.0
94460 silly linkStuff minimatch@1.0.0 has /Users/JoyZheng/mobile/node_modules/ionic/node_modules/ionic-app-lib/node_modules/ionic-cordova-lib/node_modules/glob/node_modules as its parent node_modules
94461 verbose linkBins minimatch@1.0.0
94462 verbose linkMans minimatch@1.0.0
94463 verbose rebuildBundles minimatch@1.0.0
94464 verbose rebuildBundles [ 'lru-cache', 'sigmund' ]
94465 silly build wrappy
94466 info linkStuff wrappy@1.0.1
94467 silly linkStuff wrappy@1.0.1 has /Users/JoyZheng/mobile/node_modules/ionic/node_modules/ionic-app-lib/node_modules/ionic-cordova-lib/node_modules/glob/node_modules/once/node_modules as its parent node_modules
94468 verbose linkBins wrappy@1.0.1
94469 verbose linkMans wrappy@1.0.1
94470 verbose rebuildBundles wrappy@1.0.1
94471 silly build once
94472 info linkStuff once@1.3.2
94473 silly linkStuff once@1.3.2 has /Users/JoyZheng/mobile/node_modules/ionic/node_modules/ionic-app-lib/node_modules/ionic-cordova-lib/node_modules/glob/node_modules as its parent node_modules
94474 verbose linkBins once@1.3.2
94475 verbose linkMans once@1.3.2
94476 verbose rebuildBundles once@1.3.2
94477 verbose rebuildBundles [ 'wrappy' ]
94478 silly build glob
94479 info linkStuff glob@4.0.6
94480 silly linkStuff glob@4.0.6 has /Users/JoyZheng/mobile/node_modules/ionic/node_modules/ionic-app-lib/node_modules/ionic-cordova-lib/node_modules as its parent node_modules
94481 verbose linkBins glob@4.0.6
94482 verbose linkMans glob@4.0.6
94483 verbose rebuildBundles glob@4.0.6
94484 verbose rebuildBundles [ 'graceful-fs', 'inherits', 'minimatch', 'once' ]
94485 silly build browserify
94486 info linkStuff browserify@10.1.3
94487 silly linkStuff browserify@10.1.3 has /Users/JoyZheng/mobile/node_modules/ionic/node_modules/ionic-app-lib/node_modules/ionic-cordova-lib/node_modules/cordova-js/node_modules as its parent node_modules
94488 verbose linkBins browserify@10.1.3
94489 verbose link bins [ { browserify: 'bin/cmd.js' },
94489 verbose link bins   '/Users/JoyZheng/mobile/node_modules/ionic/node_modules/ionic-app-lib/node_modules/ionic-cordova-lib/node_modules/cordova-js/node_modules/.bin',
94489 verbose link bins   false ]
94490 verbose linkMans browserify@10.1.3
94491 verbose rebuildBundles browserify@10.1.3
94492 verbose rebuildBundles [ '.bin',
94492 verbose rebuildBundles   'JSONStream',
94492 verbose rebuildBundles   'assert',
94492 verbose rebuildBundles   'browser-pack',
94492 verbose rebuildBundles   'browser-resolve',
94492 verbose rebuildBundles   'browserify-zlib',
94492 verbose rebuildBundles   'buffer',
94492 verbose rebuildBundles   'builtins',
94492 verbose rebuildBundles   'commondir',
94492 verbose rebuildBundles   'concat-stream',
94492 verbose rebuildBundles   'console-browserify',
94492 verbose rebuildBundles   'constants-browserify',
94492 verbose rebuildBundles   'crypto-browserify',
94492 verbose rebuildBundles   'deep-equal',
94492 verbose rebuildBundles   'defined',
94492 verbose rebuildBundles   'deps-sort',
94492 verbose rebuildBundles   'domain-browser',
94492 verbose rebuildBundles   'duplexer2',
94492 verbose rebuildBundles   'events',
94492 verbose rebuildBundles   'has',
94492 verbose rebuildBundles   'htmlescape',
94492 verbose rebuildBundles   'http-browserify',
94492 verbose rebuildBundles   'https-browserify',
94492 verbose rebuildBundles   'inherits',
94492 verbose rebuildBundles   'insert-module-globals',
94492 verbose rebuildBundles   'isarray',
94492 verbose rebuildBundles   'labeled-stream-splicer',
94492 verbose rebuildBundles   'module-deps',
94492 verbose rebuildBundles   'os-browserify',
94492 verbose rebuildBundles   'parents',
94492 verbose rebuildBundles   'path-browserify',
94492 verbose rebuildBundles   'process',
94492 verbose rebuildBundles   'punycode',
94492 verbose rebuildBundles   'querystring-es3',
94492 verbose rebuildBundles   'read-only-stream',
94492 verbose rebuildBundles   'readable-stream',
94492 verbose rebuildBundles   'resolve',
94492 verbose rebuildBundles   'shallow-copy',
94492 verbose rebuildBundles   'shasum',
94492 verbose rebuildBundles   'shell-quote',
94492 verbose rebuildBundles   'stream-browserify',
94492 verbose rebuildBundles   'string_decoder',
94492 verbose rebuildBundles   'subarg',
94492 verbose rebuildBundles   'syntax-error',
94492 verbose rebuildBundles   'through2',
94492 verbose rebuildBundles   'timers-browserify',
94492 verbose rebuildBundles   'tty-browserify',
94492 verbose rebuildBundles   'url',
94492 verbose rebuildBundles   'util',
94492 verbose rebuildBundles   'vm-browserify',
94492 verbose rebuildBundles   'xtend' ]
94493 silly gentlyRm /Users/JoyZheng/mobile/node_modules/ionic/node_modules/ionic-app-lib/node_modules/ionic-cordova-lib/node_modules/cordova-js/node_modules/.bin/browserify is being purged
94494 verbose gentlyRm don't care about contents; nuking /Users/JoyZheng/mobile/node_modules/ionic/node_modules/ionic-app-lib/node_modules/ionic-cordova-lib/node_modules/cordova-js/node_modules/.bin/browserify
94495 silly build cordova-js
94496 info linkStuff cordova-js@4.0.0
94497 silly linkStuff cordova-js@4.0.0 has /Users/JoyZheng/mobile/node_modules/ionic/node_modules/ionic-app-lib/node_modules/ionic-cordova-lib/node_modules as its parent node_modules
94498 verbose linkBins cordova-js@4.0.0
94499 verbose linkMans cordova-js@4.0.0
94500 verbose rebuildBundles cordova-js@4.0.0
94501 verbose rebuildBundles [ '.bin', 'browserify', 'through', 'uglify-js' ]
94502 silly build wrappy
94503 info linkStuff wrappy@1.0.1
94504 silly linkStuff wrappy@1.0.1 has /Users/JoyZheng/mobile/node_modules/ionic/node_modules/ionic-app-lib/node_modules/ionic-cordova-lib/node_modules/init-package-json/node_modules/glob/node_modules/inflight/node_modules as its parent node_modules
94505 verbose linkBins wrappy@1.0.1
94506 verbose linkMans wrappy@1.0.1
94507 verbose rebuildBundles wrappy@1.0.1
94508 silly build inherits
94509 info linkStuff inherits@2.0.1
94510 silly linkStuff inherits@2.0.1 has /Users/JoyZheng/mobile/node_modules/ionic/node_modules/ionic-app-lib/node_modules/ionic-cordova-lib/node_modules/init-package-json/node_modules/glob/node_modules as its parent node_modules
94511 verbose linkBins inherits@2.0.1
94512 verbose linkMans inherits@2.0.1
94513 verbose rebuildBundles inherits@2.0.1
94514 silly build balanced-match
94515 info linkStuff balanced-match@0.2.0
94516 silly linkStuff balanced-match@0.2.0 has /Users/JoyZheng/mobile/node_modules/ionic/node_modules/ionic-app-lib/node_modules/ionic-cordova-lib/node_modules/init-package-json/node_modules/glob/node_modules/minimatch/node_modules/brace-expansion/node_modules as its parent node_modules
94517 verbose linkBins balanced-match@0.2.0
94518 verbose linkMans balanced-match@0.2.0
94519 verbose rebuildBundles balanced-match@0.2.0
94520 silly build concat-map
94521 info linkStuff concat-map@0.0.1
94522 silly linkStuff concat-map@0.0.1 has /Users/JoyZheng/mobile/node_modules/ionic/node_modules/ionic-app-lib/node_modules/ionic-cordova-lib/node_modules/init-package-json/node_modules/glob/node_modules/minimatch/node_modules/brace-expansion/node_modules as its parent node_modules
94523 verbose linkBins concat-map@0.0.1
94524 verbose linkMans concat-map@0.0.1
94525 verbose rebuildBundles concat-map@0.0.1
94526 silly build brace-expansion
94527 info linkStuff brace-expansion@1.1.1
94528 silly linkStuff brace-expansion@1.1.1 has /Users/JoyZheng/mobile/node_modules/ionic/node_modules/ionic-app-lib/node_modules/ionic-cordova-lib/node_modules/init-package-json/node_modules/glob/node_modules/minimatch/node_modules as its parent node_modules
94529 verbose linkBins brace-expansion@1.1.1
94530 verbose linkMans brace-expansion@1.1.1
94531 verbose rebuildBundles brace-expansion@1.1.1
94532 verbose rebuildBundles [ 'balanced-match', 'concat-map' ]
94533 silly build minimatch
94534 info linkStuff minimatch@3.0.0
94535 silly linkStuff minimatch@3.0.0 has /Users/JoyZheng/mobile/node_modules/ionic/node_modules/ionic-app-lib/node_modules/ionic-cordova-lib/node_modules/init-package-json/node_modules/glob/node_modules as its parent node_modules
94536 verbose linkBins minimatch@3.0.0
94537 verbose linkMans minimatch@3.0.0
94538 verbose rebuildBundles minimatch@3.0.0
94539 verbose rebuildBundles [ 'brace-expansion' ]
94540 silly build wrappy
94541 info linkStuff wrappy@1.0.1
94542 silly linkStuff wrappy@1.0.1 has /Users/JoyZheng/mobile/node_modules/ionic/node_modules/ionic-app-lib/node_modules/ionic-cordova-lib/node_modules/init-package-json/node_modules/glob/node_modules/once/node_modules as its parent node_modules
94543 verbose linkBins wrappy@1.0.1
94544 verbose linkMans wrappy@1.0.1
94545 verbose rebuildBundles wrappy@1.0.1
94546 silly build once
94547 info linkStuff once@1.3.2
94548 silly linkStuff once@1.3.2 has /Users/JoyZheng/mobile/node_modules/ionic/node_modules/ionic-app-lib/node_modules/ionic-cordova-lib/node_modules/init-package-json/node_modules/glob/node_modules as its parent node_modules
94549 verbose linkBins once@1.3.2
94550 verbose linkMans once@1.3.2
94551 verbose rebuildBundles once@1.3.2
94552 verbose rebuildBundles [ 'wrappy' ]
94553 silly build inflight
94554 info linkStuff inflight@1.0.4
